,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Cloud GX,,1 Round 15 Zellsis johnqt,,,,,,,,,41,0,0
grubinho GX,,3 Round 10 Zellsis N4RRATE Round 12 bang N4RRATE Round 13 zekken johnqt,,,,,,,,,35,1,0
Flickless GX,,2 Round 2 johnqt N4RRATE Round 4 Zellsis zekken,,,,,,,,,29,0,0
ara GX,,2 Round 1 bang zekken Round 14 N4RRATE zekken,1 Round 4 bang N4RRATE johnqt,,,,,,,,45,0,1
westside GX,,2 Round 1 johnqt Zellsis Round 2 bang Zellsis,1 Round 8 N4RRATE zekken bang,,,,,,,,37,1,0
Zellsis SEN,,1 Round 7 Flickless grubinho,,,,,,,,,39,0,1
johnqt SEN,,2 Round 7 ara westside Round 15 Flickless ara,1 Round 13 Flickless ara Cloud,,,,,,,,74,2,0
bang SEN,,3 Round 1 westside grubinho Round 3 Flickless ara Round 17 Flickless ara,,,,,,,,,45,3,0
zekken SEN,,2 Round 3 westside Cloud Round 5 westside grubinho,3 Round 6 westside grubinho ara Round 16 grubinho ara Cloud Round 17 Cloud grubinho westside,1 Round 18 ara grubinho Flickless westside,,,,,,,66,0,0
N4RRATE SEN,,4 Round 9 Cloud westside Round 11 westside Cloud Round 14 Cloud Flickless Round 15 westside Cloud,,1 Round 19 Flickless Cloud grubinho westside,,1 Round 15 Cloud,,,,,77,2,1
