,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Cloud GX,,13,2,,,,,,,,69,5,0
grubinho GX,,9,2,,,1,,,,,44,1,0
Flickless GX,,6,1,,,,1,,,,47,8,3
ara GX,,9,3,,,,,,,,49,0,1
westside GX,,8,2,,,1,,,,,54,2,0
Zellsis SEN,,4,,,,,,,,,39,0,1
johnqt SEN,,6,3,,,,,,,,61,5,1
bang SEN,,6,,,,,,,,,35,7,0
zekken SEN,,5,4,2,,,,1,,,55,1,0
N4RRATE SEN,,8,2,1,,2,,,,,60,7,2
