,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,1 Round 22 Jemkin crazyguy,1 Round 5 Kushy crazyguy Monyet,,1 Round 4 Kushy Jemkin xffero Monyet crazyguy,,,,,,68,0,0
BuZz T1,,4 Round 1 Kushy crazyguy Round 2 Jemkin crazyguy Round 9 xffero crazyguy Round 21 Jemkin xffero,1 Round 14 xffero crazyguy Monyet,,,,,,,,42,0,0
Sylvan T1,,2 Round 3 crazyguy Jemkin Round 19 Jemkin Kushy,,,,,,,,,44,1,0
Meteor T1,,3 Round 2 Kushy Monyet Round 12 Jemkin crazyguy Round 18 Kushy Monyet,,,,,,,,,42,0,0
iZu T1,,6 Round 1 Monyet Jemkin Round 3 xffero Kushy Round 15 crazyguy Jemkin Round 16 crazyguy Kushy Round 20 Jemkin crazyguy Round 21 Monyet crazyguy,2 Round 11 Jemkin Monyet xffero Round 13 Monyet crazyguy Kushy,,,,2 Round 11 xffero Monyet Round 21 crazyguy Monyet,,,,76,8,1
crazyguy RRQ,,4 Round 7 stax iZu Round 20 Meteor stax Round 21 Meteor BuZz Round 23 BuZz stax,,,,,,,,,56,2,2
Kushy RRQ,,2 Round 3 BuZz Sylvan Round 17 Meteor Sylvan,2 Round 15 iZu BuZz Sylvan Round 22 iZu Meteor Sylvan,,,,1 Round 15 Sylvan BuZz,,,,44,2,0
xffero RRQ,,6 Round 6 iZu Sylvan Round 8 Meteor iZu Round 11 stax BuZz Round 20 BuZz iZu Round 22 stax BuZz Round 23 iZu Sylvan,,,,2 Round 20 iZu Round 22 BuZz,,,,,70,2,0
Monyet RRQ,,5 Round 6 stax BuZz Round 12 BuZz Meteor Round 13 Sylvan stax Round 17 BuZz stax Round 19 iZu Sylvan,,,,1 Round 3 iZu,,,,,55,1,1
Jemkin RRQ,,1 Round 9 BuZz Meteor,2 Round 1 Meteor BuZz Sylvan Round 10 Meteor BuZz Sylvan,1 Round 16 Meteor BuZz stax iZu,,,,,,,55,1,0
