,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
stax T1,,1 Round 12 Jemkin crazyguy,1 Round 15 Monyet Kushy crazyguy,,,,,,,,40,1,0
BuZz T1,,2 Round 2 crazyguy Monyet Round 16 Kushy xffero,2 Round 1 Jemkin Monyet crazyguy Round 17 Jemkin Monyet xffero,,,,,,,,66,0,1
Sylvan T1,,1 Round 18 Kushy xffero,,,,,,,,,31,3,0
Meteor T1,,1 Round 9 Kushy crazyguy,,,,,,,,,24,0,0
iZu T1,,4 Round 2 Jemkin Kushy Round 8 Kushy xffero Round 10 Jemkin Monyet Round 15 Jemkin xffero,,,,1 Round 15 xffero,,,,,61,1,0
crazyguy RRQ,,3 Round 4 Sylvan iZu Round 6 iZu Sylvan Round 15 Sylvan Meteor,,,,,,,,,62,3,2
Kushy RRQ,,4 Round 3 Sylvan iZu Round 11 Sylvan iZu Round 12 stax iZu Round 17 BuZz stax,1 Round 18 iZu stax Meteor,,,,,,,,76,4,0
xffero RRQ,,2 Round 7 BuZz Sylvan Round 10 Sylvan Meteor,,,,1 Round 9 BuZz,,,,,57,1,0
Monyet RRQ,,4 Round 3 BuZz stax Round 12 Meteor Sylvan Round 13 stax BuZz Round 14 BuZz stax,,,,,,,,,45,2,0
Jemkin RRQ,,5 Round 6 BuZz Meteor Round 7 Meteor stax Round 10 BuZz stax Round 16 Sylvan BuZz Round 18 Sylvan BuZz,1 Round 5 Sylvan Meteor stax,2 Round 8 BuZz Sylvan Meteor iZu Round 9 iZu Meteor stax Sylvan,,1 Round 8 iZu,1 Round 18 Sylvan BuZz,,,,86,0,1
