,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
TenZ SEN,,2 Round 5 Victor FiNESSE Round 10 s0m Victor,,,,,,,,,52,1,0
Sacy SEN,,4 Round 8 Ethan s0m Round 19 FiNESSE Ethan Round 20 Ethan FiNESSE Round 21 crashies s0m,1 Round 4 FiNESSE crashies Ethan,,,,,,,,91,2,0
Zellsis SEN,,1 Round 17 crashies Ethan Zellsis,,,1 Round 3 s0m FiNESSE Victor crashies Ethan Zellsis,,,,,,61,5,0
johnqt SEN,,2 Round 18 Ethan FiNESSE Round 19 s0m s0m,1 Round 11 s0m Ethan Victor,,,,,,,,47,2,2
zekken SEN,,5 Round 4 Victor s0m Round 8 crashies FiNESSE Round 10 crashies FiNESSE Round 15 Ethan s0m Round 20 Victor crashies,1 Round 12 Victor FiNESSE crashies,1 Round 7 Victor s0m s0m crashies,,,,,,,89,1,0
crashies NRG,,3 Round 3 TenZ zekken Round 9 Sacy Zellsis Round 15 Zellsis Sacy,,,,,,,,,37,4,2
Victor NRG,,3 Round 4 johnqt TenZ Round 9 TenZ johnqt Round 16 zekken TenZ,,,,,,,,,42,0,0
FiNESSE NRG,,2 Round 14 johnqt Zellsis Round 19 johnqt TenZ,,,,,,,,,30,0,0
s0m NRG,,3 Round 1 zekken TenZ Round 6 johnqt Sacy Round 17 Sacy TenZ s0m,,,,,1 Round 17 TenZ Zellsis,,,,55,0,1
Ethan NRG,,2 Round 2 Sacy Zellsis Round 6 TenZ zekken,1 Round 13 Sacy johnqt Zellsis,,,,,,,,51,2,0
