,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
TenZ SEN,,5,3,,,,,,,,51,2,0
Sacy SEN,,10,1,,,,,,,,74,10,0
Zellsis SEN,,3,3,,1,,2,,,,59,7,1
johnqt SEN,,5,2,,,,,,,,43,2,2
zekken SEN,,10,3,1,,,,,,,78,2,0
crashies NRG,,7,,,,1,,,,,36,5,3
Victor NRG,,5,,2,,,,,,,51,0,0
FiNESSE NRG,,2,2,,,,1,,,,31,1,0
s0m NRG,,5,1,,,1,1,1,,,51,1,2
Ethan NRG,,6,2,,,,,,,,46,9,0
