,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
TenZ SEN,,3 Round 4 s0m crashies Round 9 s0m Victor Round 10 Victor s0m,3 Round 5 Victor Ethan s0m Round 14 s0m Ethan FiNESSE Round 23 FiNESSE Ethan s0m,,,,,,,,49,1,0
Sacy SEN,,6 Round 1 FiNESSE Ethan Round 7 s0m FiNESSE Round 12 s0m Victor Round 19 Ethan s0m Round 23 Victor crashies Round 26 Victor crashies,,,,,,,,,56,8,0
Zellsis SEN,,2 Round 3 Victor crashies Round 22 FiNESSE s0m,3 Round 9 Ethan FiNESSE crashies Round 11 Victor crashies Ethan Round 18 Victor s0m FiNESSE,,,,2 Round 3 Victor crashies Round 11 s0m Ethan,,,,56,2,1
johnqt SEN,,3 Round 13 FiNESSE Victor Round 14 Victor crashies Round 25 FiNESSE crashies,1 Round 21 FiNESSE Victor Ethan johnqt,,,,,,,,39,0,0
zekken SEN,,5 Round 1 Victor s0m Round 2 FiNESSE crashies Round 7 Victor crashies Round 10 crashies Ethan Round 19 crashies FiNESSE,2 Round 8 Victor Ethan crashies Round 26 FiNESSE Ethan s0m,,,,,,,,67,1,0
crashies NRG,,4 Round 3 Sacy zekken Round 12 TenZ Zellsis Round 18 Sacy Zellsis Round 22 TenZ Zellsis,,,,1 Round 22 Zellsis,,,,,35,1,1
Victor NRG,,2 Round 11 Sacy TenZ Round 16 TenZ zekken,,2 Round 15 Zellsis zekken Sacy TenZ Round 20 TenZ johnqt zekken Zellsis,,,,,,,59,0,0
FiNESSE NRG,,,2 Round 5 johnqt Zellsis zekken Round 24 Sacy johnqt TenZ,,,,1 Round 5 Sacy TenZ,,,,32,1,0
s0m NRG,,2 Round 17 Zellsis johnqt Round 22 johnqt zekken,1 Round 21 Zellsis zekken TenZ,,,1 Round 21 johnqt,,1 Round 23 Zellsis Sacy TenZ,,,47,1,1
Ethan NRG,,4 Round 11 zekken johnqt Round 12 Sacy johnqt Round 14 johnqt Sacy Round 23 zekken johnqt,1 Round 6 Sacy johnqt Zellsis,,,,,,,,41,7,0
