Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Haven,1,"""1-0""",FPX,Defenders,Elimination
2Haven,2,"""2-0""",FPX,Defenders,Elimination
2Haven,3,"""3-0""",FPX,Defenders,Defuse
2Haven,4,"""4-0""",FPX,Defenders,Elimination
2Haven,5,"""5-0""",FPX,Defenders,Elimination
2Haven,6,"""6-0""",FPX,Defenders,Elimination
2Haven,7,"""6-1""",AG,Attackers,Elimination
2Haven,8,"""6-2""",AG,Attackers,Spike Detonation
2Haven,9,"""7-2""",FPX,Defenders,Elimination
2Haven,10,"""7-3""",AG,Attackers,Elimination
2Haven,11,"""8-3""",FPX,Defenders,Elimination
2Haven,12,"""9-3""",FPX,Defenders,Elimination
2Haven,13,"""10-3""",AG,Attackers,Elimination
2Haven,14,"""11-3""",AG,Attackers,Elimination
2Haven,15,"""11-4""",FPX,Defenders,Elimination
2Haven,16,"""12-4""",AG,Attackers,Spike Detonation
2Haven,17,"""12-5""",FPX,Defenders,Elimination
2Haven,18,"""13-5""",AG,Attackers,Elimination
2Haven,19,"""""",,,
2Haven,20,"""""",,,
2Haven,21,"""""",,,
2Haven,22,"""""",,,
2Haven,23,"""""",,,
2Haven,24,"""""",,,
