Map,Round Number,Score,Winning Team,Winning Side,Win Method
2Abyss,1,"""0-1""",KRÜ,Attackers,Elimination
2Abyss,2,"""0-2""",KRÜ,Attackers,Elimination
2Abyss,3,"""1-2""",MIBR,Defenders,Elimination
2Abyss,4,"""2-2""",MIBR,Defenders,Time Expired
2Abyss,5,"""3-2""",MIBR,Defenders,Defuse
2Abyss,6,"""3-3""",KRÜ,Attackers,Spike Detonation
2Abyss,7,"""4-3""",MIBR,Defenders,Defuse
2Abyss,8,"""5-3""",MIBR,Defenders,Defuse
2Abyss,9,"""6-3""",MIBR,Defenders,Elimination
2Abyss,10,"""7-3""",MIBR,Defenders,Defuse
2Abyss,11,"""7-4""",KRÜ,Attackers,Elimination
2Abyss,12,"""8-4""",MIBR,Defenders,Elimination
2Abyss,13,"""9-4""",KRÜ,Attackers,Elimination
2Abyss,14,"""10-4""",KRÜ,Attackers,Elimination
2Abyss,15,"""10-5""",MIBR,Defenders,Defuse
2Abyss,16,"""10-6""",MIBR,Defenders,Defuse
2Abyss,17,"""10-7""",MIBR,Defenders,Time Expired
2Abyss,18,"""11-7""",KRÜ,Attackers,Elimination
2Abyss,19,"""12-7""",KRÜ,Attackers,Elimination
2Abyss,20,"""12-8""",MIBR,Defenders,Elimination
2Abyss,21,"""13-8""",KRÜ,Attackers,Elimination
2Abyss,22,"""""",,,
2Abyss,23,"""""",,,
2Abyss,24,"""""",,,
