Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Icebox,1,"""0-1""",TH,Defenders,Elimination
1Icebox,2,"""0-2""",TH,Defenders,Defuse
1Icebox,3,"""0-3""",TH,Defenders,Elimination
1Icebox,4,"""0-4""",TH,Defenders,Elimination
1Icebox,5,"""0-5""",TH,Defenders,Elimination
1Icebox,6,"""0-6""",TH,Defenders,Defuse
1Icebox,7,"""0-7""",TH,Defenders,Defuse
1Icebox,8,"""0-8""",TH,Defenders,Elimination
1Icebox,9,"""0-9""",TH,Defenders,Elimination
1Icebox,10,"""0-10""",TH,Defenders,Defuse
1Icebox,11,"""0-11""",TH,Defenders,Elimination
1Icebox,12,"""1-11""",BBL,Attackers,Elimination
1Icebox,13,"""2-11""",TH,Defenders,Elimination
1Icebox,14,"""3-11""",TH,Defenders,Elimination
1Icebox,15,"""3-12""",BBL,Attackers,Elimination
1Icebox,16,"""4-12""",TH,Defenders,Defuse
1Icebox,17,"""5-12""",TH,Defenders,Defuse
1Icebox,18,"""5-13""",BBL,Attackers,Elimination
1Icebox,19,"""""",,,
1Icebox,20,"""""",,,
1Icebox,21,"""""",,,
1Icebox,22,"""""",,,
1Icebox,23,"""""",,,
1Icebox,24,"""""",,,
