,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,1 Round 18 BuZz iZu,1 Round 15 BuZz iZu stax,,,1 Round 24 DH,1 Round 18 BuZz iZu,,,,51,1,0
RieNs TH,,5 Round 7 BuZz DH Round 8 DH stax Round 11 iZu Meteor RieNs Round 18 DH stax Round 24 BuZz Meteor,1 Round 4 BuZz iZu DH,,,,,,,,60,3,0
MiniBoo TH,,2 Round 7 iZu stax Round 24 iZu stax,2 Round 6 BuZz iZu stax Round 17 stax DH iZu,,,,1 Round 17 iZu DH,,,,47,1,1
Wo0t TH,,1 Round 5 BuZz DH,1 Round 23 BuZz iZu DH,,,1 Round 8 Meteor,,,,,61,1,1
benjyfishy TH,,3 Round 5 Meteor stax Round 9 BuZz iZu Round 16 Meteor stax,1 Round 19 DH BuZz stax,,,,,,,,28,1,0
stax T1,,1 Round 2 MiniBoo benjyfishy,,,,1 Round 11 RieNs,,,,,39,5,0
BuZz T1,,1 Round 7 benjyfishy Wo0t,1 Round 10 MiniBoo RieNs Boo,1 Round 14 MiniBoo benjyfishy RieNs Boo,,,,,,,37,0,0
Meteor T1,,4 Round 1 Wo0t RieNs Round 12 RieNs benjyfishy Round 16 RieNs Boo Round 22 Boo benjyfishy,2 Round 15 RieNs benjyfishy Wo0t Round 20 Boo RieNs benjyfishy,,,,,,,,67,1,0
iZu T1,,3 Round 2 Boo Wo0t Round 3 MiniBoo benjyfishy Round 8 MiniBoo RieNs,2 Round 13 benjyfishy Wo0t Boo Round 17 Wo0t Boo RieNs,,,,,,,,45,1,0
DH T1,,3 Round 1 MiniBoo Boo Round 21 Boo Wo0t Round 22 MiniBoo Wo0t,,1 Round 24 Wo0t RieNs MiniBoo Boo DH,,,,,,,58,1,0
