,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
Boo TH,,1 Round 22 iZu stax,,,,1 Round 2 BuZz,,,,,33,0,2
RieNs TH,,5 Round 2 stax DH Round 9 Meteor stax Round 12 Meteor stax Round 14 Meteor iZu Round 18 DH BuZz,2 Round 4 BuZz iZu Meteor Round 23 BuZz stax DH,,,,1 Round 23 DH stax,,,,71,7,1
MiniBoo TH,,1 Round 16 DH iZu,,2 Round 3 BuZz stax Meteor DH Round 6 iZu stax DH Meteor,,,,,,,54,0,1
Wo0t TH,,4 Round 9 iZu DH Round 11 iZu stax Round 14 BuZz stax Round 23 iZu Meteor,2 Round 7 iZu BuZz Meteor Round 17 BuZz DH stax,1 Round 5 DH iZu BuZz stax,,,,,,,64,0,0
benjyfishy TH,,3 Round 10 BuZz DH Round 16 stax BuZz Round 19 BuZz Meteor,1 Round 13 BuZz DH stax,,,,,,,,50,0,1
stax T1,,,,,,,,,,,24,8,0
BuZz T1,,2 Round 18 Boo MiniBoo Round 23 benjyfishy Boo,1 Round 12 RieNs Wo0t benjyfishy,1 Round 22 Wo0t benjyfishy MiniBoo Boo,,,,,,,51,0,0
Meteor T1,,,1 Round 2 MiniBoo Wo0t RieNs,,,,,,,,35,0,0
iZu T1,,2 Round 8 Wo0t benjyfishy Round 21 RieNs benjyfishy,2 Round 15 MiniBoo Wo0t benjyfishy Round 19 Wo0t benjyfishy RieNs,,,,1 Round 19 benjyfishy RieNs,,,,58,0,1
DH T1,,2 Round 7 benjyfishy RieNs Round 18 benjyfishy Wo0t,1 Round 20 Wo0t benjyfishy Boo,1 Round 11 Wo0t RieNs Boo benjyfishy,,,,,,,56,1,1
