Map,Round Number,Score,Winning Team,Winning Side,Win Method
1Lotus,1,"""1-0""",JDG,Attackers,Spike Detonation
1Lotus,2,"""2-0""",JDG,Attackers,Elimination
1Lotus,3,"""2-1""",TEC,Defenders,Elimination
1Lotus,4,"""2-2""",TEC,Defenders,Time Expired
1Lotus,5,"""2-3""",TEC,Defenders,Elimination
1Lotus,6,"""3-3""",JDG,Attackers,Spike Detonation
1Lotus,7,"""3-4""",TEC,Defenders,Elimination
1Lotus,8,"""3-5""",TEC,Defenders,Elimination
1Lotus,9,"""3-6""",TEC,Defenders,Elimination
1Lotus,10,"""4-6""",JDG,Attackers,Elimination
1Lotus,11,"""5-6""",JDG,Attackers,Elimination
1Lotus,12,"""5-7""",TEC,Defenders,Defuse
1Lotus,13,"""5-8""",JDG,Attackers,Elimination
1Lotus,14,"""6-8""",TEC,Defenders,Time Expired
1Lotus,15,"""7-8""",TEC,Defenders,Defuse
1Lotus,16,"""8-8""",TEC,Defenders,Defuse
1Lotus,17,"""8-9""",JDG,Attackers,Elimination
1Lotus,18,"""9-9""",TEC,Defenders,Elimination
1Lotus,19,"""9-10""",JDG,Attackers,Elimination
1Lotus,20,"""9-11""",JDG,Attackers,Elimination
1Lotus,21,"""9-12""",JDG,Attackers,Elimination
1Lotus,22,"""10-12""",TEC,Defenders,Time Expired
1Lotus,23,"""11-12""",TEC,Defenders,Elimination
1Lotus,24,"""11-13""",JDG,Attackers,Elimination
