,,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE
tuyz FUR,,1 Round 1 BABYBAY jawgemo,,,,,,,,,32,2,1
adverso FUR,,1 Round 2 valyn jawgemo adverso,2 Round 7 valyn JonahP BABYBAY Round 13 valyn JonahP trent,,,,,,,,57,0,0
Urango FUR,,2 Round 4 jawgemo trent Round 12 BABYBAY valyn,,,,,,,,,42,0,0
heat FUR,,2 Round 12 JonahP trent Round 18 BABYBAY trent,2 Round 5 JonahP trent valyn Round 10 valyn trent JonahP,,,,,,,,68,0,0
Palla FUR,,2 Round 7 jawgemo trent Round 13 BABYBAY jawgemo,,,,,,,,,43,0,0
BABYBAY G2,,1 Round 15 adverso Urango,,,,,1 Round 2 heat adverso,,,,49,0,0
valyn G2,,4 Round 1 Palla Urango Round 2 Urango Palla Round 12 Palla heat Round 17 Urango tuyz,2 Round 11 Palla Urango heat Round 16 adverso tuyz heat,,,,1 Round 16 heat tuyz,,,,46,3,1
jawgemo G2,,3 Round 8 heat tuyz Round 14 heat tuyz Round 15 Palla heat,1 Round 5 Palla adverso heat,,,,,,,,64,1,0
JonahP G2,,3 Round 3 adverso Urango Round 13 heat Palla Round 14 adverso Urango,,,,,1 Round 18 heat Urango,,,,55,1,0
trent G2,,2 Round 8 Palla adverso Round 18 adverso tuyz,1 Round 1 tuyz adverso heat,1 Round 6 Palla Urango tuyz adverso,,,,,,,98,4,0
